Clapeyron Database File
Reid Coefficients from Poling [csvtype = single; grouptype = unknown]
species,cas,a,b,c,d,e
"2,4-dimethylpyridine",108-47-4,35.12860456169743,0.11135559784492632,0.000944855531926934,-1.3443654607291972e-6,5.475073634053906e-10
"2,6-dimethylpyridine",108-48-5,34.779397131734996,0.1185060356965381,0.0009333815735138825,-1.3413722541866618e-6,5.49585979059929e-10
"mesitylene~|~1,3,5-trimethylbenzene",108-67-8,44.10822418930293,0.16661351640517277,0.0009649765314628649,-1.3566708654040639e-6,5.406895040585051e-10
"3,5-xylenol~|~3,5-dimethylphenol",108-68-9,23.854193251481643,0.359733539637018,0.0004906364390972226,-9.535025730498133e-7,4.2012979609528313e-10
methylcyclohexane,108-87-2,26.173928321946395,0.1533020617535094,0.0011327623870971972,-1.5625369598295381e-6,6.122770272008046e-10
toluene,108-88-3,32.14371248178042,0.029582857995389223,0.0011104796272805465,-1.5513955799212127e-6,6.393821753359841e-10
chlorobenzene~|~monochlorobenzene,108-90-7,0.8647041122879368,0.31834414472385125,0.00015032548413621054,-4.765849972725436e-7,2.2598709396140502e-10
cyclohexanol,108-93-0,26.930544420198338,0.17946767561283766,0.0008582188314457772,-1.227380971691781e-6,4.89306125078318e-10
cyclohexanone,108-94-1,36.716666921764705,-0.010376449347455241,0.0014439727228946731,-1.9655389629314255e-6,7.977726882118032e-10
phenol,108-95-2,21.46794248007166,0.14551141028029982,0.0007394883052585491,-1.20019267893042e-6,5.2522460358874e-10
3-picoline~|~3-methylpyridine,108-99-6,34.4218752391544,0.023114206078466003,0.0010358157529695305,-1.4407300824735932e-6,5.918234491601475e-10
2-methylpyridine,109-06-8,34.55490664104486,0.02244073460639559,0.0010407212859142407,-1.4487119665870203e-6,5.955649573383165e-10
pentane~|~n-pentane,109-66-0,62.80745061752957,-0.0030597222434803916,0.0009849312417464326,-1.2420975705259122e-6,4.783310344223558e-10
pentene~|~1-pentene,109-67-1,42.2291556376003,0.09910007994576846,0.000651687580010851,-9.11431392201958e-7,3.642566073012934e-10
butylamine~|~1-butylamine~|~n-butylamine~|~1-butanamine,109-73-9,22.18298626523284,0.31899267280806715,9.561632010876224e-5,-3.173630381349091e-7,1.4234360002278346e-10
"diethylamine~|~n,n-diethylamine",109-89-7,25.176192807768007,0.2691640983374748,0.0002351330028413736,-4.572954439984281e-7,1.9123264021752448e-10
pyrrole,109-97-7,29.549600144916607,-0.053428736784252716,0.001016941922826323,-1.4098834261602447e-6,5.899111227579723e-10
thf~|~tetrahydrofuran,109-99-9,42.9940861984704,-0.16183270039973463,0.001368560546948023,-1.6978132666268911e-6,6.65157009452259e-10
furan,110-00-9,31.727989350872758,-0.08691107774755581,0.0010348180174553521,-1.4057261948511678e-6,5.836752757943574e-10
thiophene,110-02-1,25.467198999403372,0.012637983179592924,0.0007910379734910991,-1.174750423318871e-6,5.061844841931692e-10
hexane~|~n-hexane,110-54-3,73.42501938091124,-0.0013802007946134376,0.001189134443648276,-1.5227106838885843e-6,5.923223169172367e-10
cyclohexane,110-82-7,33.54885666424832,-0.036858012786273306,0.0013996566371399161,-1.727329608921335e-6,6.440382744021498e-10
cyclohexene,110-83-8,32.21022818272565,-0.007557846519901293,0.0012390212193571957,-1.655160073395765e-6,6.660716003402558e-10
pyridine,110-86-1,-29.1421914766271,0.4106429942479703,-0.00014517051731295551,-1.3303140189045182e-7,9.120965492114104e-11
1-hexanol~|~hexan-1-ol,111-27-3,56.40531440155157,0.14184473226569425,0.000992331113476589,-1.4256809051347359e-6,5.807652138780037e-10
octane~|~n-octane,111-65-9,89.99574337889065,0.04143096722625759,0.0014759002593483814,-1.923717215962115e-6,7.466387431101608e-10
octene~|~1-octene~|~oct-1-ene,111-66-0,72.70997559575007,0.11008348506434888,0.001255151276836413,-1.7377226871940268e-6,6.955879426346999e-10
1-heptanol~|~heptan-1-ol,111-70-6,65.97526087504595,0.1498515597669758,0.0011825660181799351,-1.689498804008738e-6,6.869409015118205e-10
nonane~|~n-nonane,111-84-2,101.03734973579816,0.03803866647805107,0.001697480688122165,-2.2263636552628927e-6,8.701085129897364e-10
1-octanol~|~octan-1-ol,111-87-5,76.43485484868272,0.15155602460369724,0.0013870186539603232,-1.965622107557607e-6,7.965255188190802e-10
1-decanol~|~decan-1-ol,112-30-1,96.75540148744925,0.15905566988527148,0.0017890229215480323,-2.516870979141167e-6,1.018272236845227e-9
dodecane~|~n-dodecane,112-40-3,143.24987644816213,-0.06021333828066575,0.002654142756966877,-3.5188468692548135e-6,1.4152878268620445e-9
1-dodecene,112-41-4,113.21803747139266,0.1256149012350591,0.002057580064114382,-2.836146343678251e-6,1.136503895275366e-9
1-undecanol,112-42-5,107.4478004143943,0.1577502992542214,0.0020057809620032873,-2.811618678954699e-6,1.1370027630324553e-9
dodecanol~|~1-dodecanol~|~dodecan-1-ol,112-53-8,117.00943242527053,0.16577375568073927,0.0021960158667066335,-3.0754365778287013e-6,1.2430953060400908e-9
eicosane~|~n-eicosane,112-95-8,230.84274013040653,-0.086378952139994,0.004438177000944018,-5.950411461933728e-6,2.4040437214128273e-9
propene~|~propylene,115-07-1,31.877649677999518,0.032368202972470554,0.0003897820075390238,-4.999486372295542e-7,1.8981918157243844e-10
dimethyl ether,115-10-6,36.259371477766265,0.05046878809219016,0.00024103627130026237,-2.977409063560675e-7,1.0659141076472452e-10
isobutene~|~isobutylene~|~2-methylpropene,115-11-7,26.864028719253113,0.1741796773876922,0.0001923135203578844,-3.2833812879087135e-7,1.3020448460027973e-10
rc318~|~perfluorocyclobutane~|~octafluorocyclobutane,115-25-3,7.890425024627423,0.6729892332385594,-0.0006631615384239023,2.4693953975915114e-7,-7.233582477793318e-12
tetrafluoroethene~|~tetrafluoroethylene,116-14-3,18.483050400154646,0.303901923156119,-0.00039709873464299864,2.729638077539708e-7,-7.740764697500665e-11
anthracene,120-12-7,21.426370166980895,0.26461608728534497,0.0015640335631008058,-2.4712245793675056e-6,1.0675770001708757e-9
cyclopentanone,120-92-3,35.70230248235,-0.010276675796037402,0.0010875317104544438,-1.4576084415884442e-6,5.879156517296155e-10
triethylamine,121-44-8,38.08855325375999,0.33331849189914514,0.0004816568194696171,-8.341068898531328e-7,3.4862541757916524e-10
4-ethylphenol~|~p-ethylphenol,123-07-9,-30.164870378659952,0.7347324326409654,-0.0004705985841874733,5.121708972782395e-8,4.5563255147479745e-11
"dioxane~|~p-dioxane~|~1,4-dioxane",123-91-1,31.01294556571158,0.015390070306201644,0.0009795268410446331,-1.2970561684319051e-6,5.135843559233255e-10
1-nonene,124-11-8,82.83699106466071,0.11394139571917197,0.0014559455490648137,-2.012099953593084e-6,8.060040062037749e-10
decane~|~n-decane,124-18-5,111.97086807866967,0.034413560776536255,0.0019228857697002994,-2.5339987721345626e-6,9.952411753929428e-10
carbon dioxide,124-38-9,27.096833672561402,0.011274411310215792,0.00012488322852466165,-1.9738534255495787e-7,8.780072524769821e-11
dimethylamine,124-40-3,20.528408204220344,0.12855822100188538,0.00021966810237160857,-3.3465712038066787e-7,1.3003819534791666e-10
ethylacetate~|~ethyl ethanoate,141-78-6,85.04032365847132,-0.12428458721615461,0.0010836239130239116,-1.3083638375925936e-6,4.987846124630129e-10
cyclopentene,142-29-0,37.872377225688,-0.10316585216604539,0.0012633825948283846,-1.6359536647478311e-6,6.568425468341059e-10
heptane~|~n-heptane,142-82-5,80.1015328632883,0.03455490664104486,0.001288242838056663,-1.6683800689586288e-6,6.460337454305067e-10
1-nonanol~|~nonan-1-ol,143-08-8,86.05468809788601,0.15884780831981762,0.001580329909832386,-2.2347612625072275e-6,9.055281237430692e-10
cyclobutane,287-23-0,39.402238347428195,-0.13654841957793065,0.0012045993441180413,-1.5000122009410257e-6,5.894122550008831e-10
cyclopentane,287-92-3,41.730287880511106,-0.16407760530663604,0.0014897022672945158,-1.8042383881392528e-6,6.830331040812885e-10
"isoxazole~|~1,2-oxazole",288-14-2,32.517863299597316,-0.08069185970917718,0.0008630412197643062,-1.1201244039176043e-6,4.4557205170683206e-10
cycloheptane,291-64-5,33.21627815952219,0.04405833741359401,0.0014941920771083185,-2.0103539164432714e-6,8.035928120445105e-10
cyclooctane,292-64-8,35.22006365049712,0.10907743508755234,0.0013563382868993377,-1.7520235628972504e-6,6.640761293118991e-10
hydrazine,302-01-2,30.156555916041793,0.0186160818020451,0.00023912394489808715,-3.375671822970215e-7,1.4051441824678974e-10
"r123~|~2,2-dichloro-1,1,1-trifluoroethane~|~1,1-dichloro-2,2,2-trifluoroethane",306-83-2,24.910130003987103,0.3283381287908714,-0.00022806570961594332,-1.014364439414695e-8,4.7558726175836526e-11
perfluorooctane~|~perfluoro-n-octane~|~octadecafluorooctane,307-34-6,27.870078696049656,1.610336805421301,-0.0020393713909806267,1.287993404178118e-6,-3.294190089312313e-10
perfluorodecane~|~perfluoro-n-decane,307-45-9,33.60705790257539,2.0009336302969043,-0.0025681712134951722,1.655160073395765e-6,-4.3393180404141756e-10
"1,2,4,5-tetrafluorobenzene",327-54-8,0.05820123832707267,0.5765331524053637,-0.0005148315253160486,1.9480785914333036e-7,-1.679521448866954e-11
perfluoroheptane~|~perfluoro-n-heptane~|~hexadecafluoroheptane,335-57-9,24.96001677969602,1.4154956884274983,-0.0017763849383684394,1.1058235282143807e-6,-2.7778619607249967e-10
chloropentafluorobenzene,344-07-0,24.893501078750795,0.6233269480203301,-0.0007024058019815857,4.064940774015119e-7,-9.786122501566361e-11
3-thiapentane~|~diethylsulfide,352-93-2,36.04319544969429,0.21685781400667278,0.00032916957505268665,-5.721181727551244e-7,2.411194159264439e-10
r161~|~fluoroethane~|~ethyl fluoride,353-36-6,32.268429421052716,0.013436171590935634,0.0003990110610451739,-5.12254041904421e-7,1.9655389629314256e-10
r12b1~|~bromochlorodifluoromethane,353-59-3,16.362862432525574,0.30424281612346327,-0.00045638085311043125,3.355717112686647e-7,-9.72792126323929e-11
"r123a~|~1,2-dichloro-1,1,2-trifluoroethane~|~1,2-dichloro-1,2,2-trifluoroethane",354-23-4,22.440734606395587,0.36000791690341705,-0.00030455876570295316,5.820123832707267e-8,2.6772569630453428e-11
"1-chloro-1,1,2,2-tetrafluoroethane",354-25-6,24.012168041226552,0.31894278603235826,-0.00020520093741602195,-3.3257850472612956e-8,5.628891192489742e-11
r125~|~pentafluoroethane,354-33-6,26.157299396710087,0.2489100673996535,-4.6560990661658135e-6,-2.5101362644204627e-7,1.3876838109697754e-10
perfluorobutane~|~decafluorobutane~|~n-perfluorobutane,355-25-9,16.337919044671114,0.8297667403664569,-0.000983600927727528,5.554061028926364e-7,-1.211417203464927e-10
perfluorohexane~|~n-perfluorohexane~|~perfluoro-n-hexane,355-42-0,22.116470564287614,1.220006043349479,-0.0015114861593540773,9.21741325848468e-7,-2.2532193695195275e-10
"r134~|~1,1,2,2-tetrafluoroethane",359-35-3,25.641802714384585,0.27305526684277054,-0.00020162571849021603,4.05745775765878e-8,1.3469429441408246e-11
pentafluorobenzene,363-72-4,9.952411753929427,0.6033971811246168,-0.0006126927503317121,3.0563964584331306e-7,-5.969784159834025e-11
"r114a~|~1,1-dichlorotetrafluoroethane",374-07-2,18.857201217971543,0.46906040860311493,-0.0005743630776620256,3.286707072955975e-7,-7.158752314229938e-11
perfluorononane~|~perfluoro-n-nonane~|~eicosafluorononane,375-96-2,30.738568299312522,1.8055936455460118,-0.002303605012985536,1.4716598834131233e-6,-3.8155068954705214e-10
perfluorobenzene~|~hexafluorobenzene,392-56-3,21.043904886545846,0.625812972343158,-0.0006992463061866874,4.0283571384952443e-7,-9.694663412766677e-11
"r143a~|~1,1,1-trifluoroethane",420-46-2,21.426370166980895,0.1972772545409219,3.990942056713554e-5,-2.3480042433664746e-7,1.196451170752251e-10
